pk_localidade;cd_cep;nm_logradouro;nu_logradouro;nm_bairro;nm_municipio;sg_uf;vl_latitude;vl_longitude
8467;36400000;AVENIDA PROFESSOR MANOEL MARTINS;633;CAMPO ALEGRE;CONSELHEIRO LAFAIETE;MG;-20,6532863;-43,7896893
8468;65306320;AVENIDA CASTELO BRANCO;2810;CANECAO;SANTA INES;MA;-3,6672489;-45,3743042
8469;01243000;RUA SERGIPE;600;CONSOLACAO;SAO PAULO;SP;-23,5472192;-46,6591918
8470;29400000;RUA SIQUEIRA CAMPOS;32;CENTRO;MIMOSO DO SUL;ES;-21,0614434;-41,3633652
8471;09230280;RUA MIQUELINA;548;CAMILOPOLIS;SANTO ANDRE;SP;-23,620748;-46,5273016
8473;29122030;RUA GETULIO VARGAS;190;GLORIA;VILA VELHA;ES;-20,3525841;-40,3008612
8474;45020765;PRACA VICTOR BRITO CENTRO MEDICO ODONTOLOGICO;42;RECREIO;VITORIA DA CONQUISTA;BA;-14,8619237;-40,8445346
8476;65025610;RUA MELVIN JONES;52;APICUM;SAO LUIS;MA;-2,5354304;-44,2947168
8477;35300032;RUA CORONEL ANTONIO DA SILVA;521;CENTRO;CARATINGA;MG;-19,7840057;-42,1391685
8479;88338640;AVENIDA DO ESTADO;1800;ARIRIBA;BALNEARIO CAMBORIU;SC;-26,9742092;-48,6390309
8480;39710000;PRACA CORONEL MANOEL LAGE;26;CENTRO;COROACI;MG;-18,6160477;-42,2794946
8481;11075003;AVENIDA SENADOR PINHEIRO MACHADO;871;JOSE MENINO;SANTOS;SP;-23,9635309;-46,3451393
8483;44380000;RUA LEOPOLDO CEZARANO;112;CENTRO;CRUZ DAS ALMAS;BA;-12,6714603;-39,1027711
8484;85812151;RUA VICENTE MACHADO;489;REGIAO DO LAGO;CASCAVEL;PR;-24,9552372;-53,4425823
8485;01323001;RUA MAESTRO CARDIM;1211;LIBERDADE;SAO PAULO;SP;-23,5717496;-46,6416933
8486;01527050;RUA DOS TAPES;41;LIBERDADE;SAO PAULO;SP;-23,5623495;-46,6307839
8487;12311220;ESTRADA DO PEDREGULHO;71;PARQUE CALIFORNIA;JACAREI;SP;-23,3055363;-45,9669556
8488;84145000;AVENIDA DAS FLORES;356;CENTRO;CARAMBEI;PR;-24,9536187;-50,1158925
8489;59020200;AVENIDA RODRIGUES ALVES;758;TIROL;NATAL;RN;-5,7921809;-35,200394
8490;74180090;RUA 1139;100;SETOR MARISTA;GOIANIA;GO;-16,7015766;-49,2562306
8491;76861970;AVENIDA COSTA E SILVA;777;CENTRO;ITAPUA DO OESTE;RO;-9,1864929;-63,1936637
8492;40150270;RUA BARAO DE LORETO;654;GRACA;SALVADOR;BA;-12,9979544;-38,5194163
8493;33120540;RUA ITAMARATI;12;SAO BENEDITO;SANTA LUZIA;MG;-19,7889203;-43,9326692
8494;29375970;AVENIDA DOMINGOS PERIM;234;CENTRO;VENDA NOVA DO IMIGRANTE;ES;-20,3350678;-41,1302382
8496;12260000;RUA DOUTOR OSCAR THOMPSON;60;CENTRO;PARAIBUNA;SP;-23,3846145;-45,664297
8497;41940570;RUA ILHEUS;25;RIO VERMELHO;SALVADOR;BA;-13,0108117;-38,4904505
8498;85851040;RUA SANTOS DUMONT;1405;CENTRO;FOZ DO IGUACU;PR;-25,5371318;-54,5802899
8499;27910640;RUA CONDE DE ARARUAMA;394;CENTRO;MACAE;RJ;-22,3727981;-41,7813352
8501;38405040;AVENIDA BENJAMIM MAGALHAES;1115;TIBERY;UBERLANDIA;MG;-18,9064084;-48,2469565
8502;74275020;AVENIDA C 182;405;NOVA SUICA;GOIANIA;GO;-16,7132366;-49,2781948
8503;04562030;RUA ARANDU;205;BROOKLIN PAULISTA;SAO PAULO;SP;-23,6097233;-46,6931966
8505;55330000;RUA DOUTOR MANOEL BORBA;350;CENTRO;BOM CONSELHO;PE;-9,170016;-36,6806055
8506;35800000;AVENIDA AMIR SOARES DE CARVALHO;68;SAO CRISTOVAO;FERROS;MG;-19,2283201;-43,0191302
8507;64001480;AVENIDA JOAQUIM RIBEIRO;2050;PICARRA;TERESINA;PI;-5,0966043;-42,8030851
8508;21351120;RUA GUARAPARI;41;MADUREIRA;RIO DE JANEIRO;RJ;-22,8701753;-43,3418044
8509;62900970;AVENIDA DOM LINO;1294;CENTRO;RUSSAS;CE;-4,9410702;-37,9760924
8510;06502315;RUA SUICA;35;JARDIM SAO LUIS;SANTANA DE PARNAIBA;SP;-23,4481518;-46,9275695
8511;36240000;AVENIDA PRESIDENTE GETULIO VARGAS;316;CENTRO;SANTOS DUMONT;MG;-21,4572278;-43,5518675
8512;41820770;RUA ALCEU AMOROSO LIMA;786;CAMINHO DAS ARVORES;SALVADOR;BA;-12,981934;-38,4529426
8513;74170140;RUA 138;96;SETOR MARISTA;GOIANIA;GO;-16,6973979;-49,261751
8514;13084759;RUA ALBERTO DE SALVO;311;BARAO GERALDO;CAMPINAS;SP;-22,8270055;-47,0778424
8515;62700000;RUA MONSENHOR JOAO CRUZ;310;CENTRO;CANINDE;CE;-4,3595599;-39,3146444
8516;64049300;AVENIDA ELIAS JOAO TAJRA;1720;JOQUEI;TERESINA;PI;-5,0715844;-42,7851927
8517;31255190;RUA ESTORIL;207;SAO FRANCISCO;BELO HORIZONTE;MG;-19,8705945;-43,9521348
8518;13920000;RUA IVAN MAYA DE VASCONCELOS;124;CENTRO;PEDREIRA;SP;-22,7434731;-46,9012577
8519;09070440;RUA GENERAL CANAVARRO;388;CAMPESTRE;SANTO ANDRE;SP;-23,6368443;-46,5449536
8520;73100000;CONDOMINIO JARDIM EUROPA II AREA ESPECIAL;2;SOBRADINHO;BRASILIA;DF;-15,7942287;-47,8821658
8521;67033009;RUA PRIMEIRA;100;AURA;ANANINDEUA;PA;-1,3554406;-48,3670794
8522;48400000;RUA DEPUTADO ANTONIO BRITO;453;CENTRO;RIBEIRA DO POMBAL;BA;-10,8376955;-38,5399149
8523;74030050;RUA 14;194;BAIRRO DOS AEROVIARIOS;GOIANIA;GO;-16,704572;-49,2328522
8524;96020220;RUA MARECHAL DEODORO;405;CENTRO;PELOTAS;RS;-31,772951;-52,3468868
8525;14020260;AVENIDA PRESIDENTE VARGAS;2121;JARDIM AMERICA;RIBEIRAO PRETO;SP;-21,2062178;-47,8105965
8527;11718330;RUA RUI MANOEL SAMPAIO SEABRA PEREIRA;34083;JARDIM QUIETUDE;PRAIA GRANDE;SP;-24,0154819;-46,4797523
8528;02516050;RUA ANTONIO LOPES MARIN;152;CASA VERDE;SAO PAULO;SP;-23,5097052;-46,6596352
8529;37200973;RUA FRANCISCO SALLES;583;CENTRO;LAVRAS;MG;-21,2484175;-45,0022042
8530;28300000;RUA 10 DE MAIO;283;CENTRO;ITAPERUNA;RJ;-21,205142;-41,8887174
8532;54783620;RUA BLUMENAU;177;ALDEIA DOS CAMARAS;CAMARAGIBE;PE;-7,9490516;-35,0301148
8533;70390108;SEPS CONJUNTO D;SN;ASA SUL;BRASILIA;DF;-15,8135597;-47,9129179
8534;24800209;RUA JANUARIO CAFFARO;427;CENTRO;ITABORAI;RJ;-22,7428949;-42,857996
8535;38440262;RUA ANTONIO LEMOS DA SILVA;53;CENTRO;ARAGUARI;MG;-18,6542651;-48,1896518
8536;65074525;RUA SESSENTA E SETE;10;VINHAIS;SAO LUIS;MA;-2,5134576;-44,2600372
8537;30112000;RUA FERNANDES TOURINHO;470;FUNCIONARIOS;BELO HORIZONTE;MG;-19,9385651;-43,9380244
8538;14085100;RUA DOM ALBERTO GONCALVES;1500;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;-21,1593686;-47,7923391
8539;56302290;AVENIDA MONSENHOR ANGELO SAMPAIO;100;CENTRO;PETROLINA;PE;-9,3840909;-40,4899759
8540;75020180;RUA DONA DOCA;63;CENTRO;ANAPOLIS;GO;-16,3223598;-48,9535255
8541;31270350;RUA CACUERA;856;PAMPULHA;BELO HORIZONTE;MG;-19,8595133;-43,950776
8542;74915515;AVENIDA RIO VERDE COM RUA CAMPOS BELOS;SN;VILA SAO TOMAZ;APARECIDA DE GOIANIA;GO;-16,7414162;-49,273872
8544;29050545;RUA JOSE ALEXANDRE BUAIZ;190;ENSEADA DO SUA;VITORIA;ES;-20,3113258;-40,2912622
8546;95320000;AVENIDA CONEGO PERES;665;CENTRO;NOVA PRATA;RS;-28,7868029;-51,6114496
8547;13560160;RUA JOSE BONIFACIO;180;CENTRO;SAO CARLOS;SP;-22,0268377;-47,8934375
8548;13574030;RUA DOUTOR BERNARDINO DE CAMPOS;851;VILA PRADO;SAO CARLOS;SP;-22,0288494;-47,8979093
8550;14160710;RUA CORONEL FRANCISCO SCHMIDT;1400;CENTRO;SERTAOZINHO;SP;-21,1381666;-47,9917096
8551;13477270;RUA WALDOMIRO ARANHA NETO;109;JARDIM HELENA;AMERICANA;SP;-22,7301793;-47,2960018
8552;70390108;SETOR SEUP SUL EQ;710;ASA SUL;BRASILIA;DF;-15,7942287;-47,8821658
8553;99050050;RUA OLAVO BILAC;899;PETROPOLIS;PASSO FUNDO;RS;-28,2484977;-52,3846205
8554;98338000;RUA LEOPOLDO RHEINHEIMER;45;CENTRO;NOVO BARREIRO;RS;-27,908187;-53,1108086
8555;89665000;RUA CARMELO ZOCOLI;150;CENTRO;CAPINZAL;SC;-27,3421128;-51,6118861
8556;15700092;RUA 18;2117;CENTRO;JALES;SP;-20,2686009;-50,5488793
8558;84269180;RUA MANOEL PRETO;32;JARDIM BANDEIRANTES;TELEMACO BORBA;PR;-24,3340741;-50,6554473
8559;03614000;RUA MERCEDES LOPES;586;VILA SANTANA;SAO PAULO;SP;-23,5171418;-46,5314139
8561;04037004;RUA DOUTOR DIOGO DE FARIA;1155;VILA CLEMENTINO;SAO PAULO;SP;-23,5953645;-46,6479752
8562;80540180;AVENIDA ANITA GARIBALDI;1240;AHU DE CIMA;CURITIBA;PR;-25,4011843;-49,2582657
8564;22641170;RUA MINISTRO WALDEMAR FALCAO;82;ITANHANGA;RIO DE JANEIRO;RJ;-22,9910423;-43,3009282
8566;09725250;RUA DOUTOR CASTELO BRANCO;36;VILA DUZI;SAO BERNARDO DO CAMPO;SP;-23,7059312;-46,5547065
8568;90420130;RUA CESAR LOMBROSO;52;RIO BRANCO;PORTO ALEGRE;RS;-30,0350191;-51,2077149
8570;04303190;RUA DOUTOR MAURICIO DE LACERDA;488;SAO JUDAS;SAO PAULO;SP;-23,6255831;-46,6344853
8572;04719060;RUA BOOKER PITTMAN;294;CHACARA SANTO ANTONIO ZONA SUL;SAO PAULO;SP;-23,6328332;-46,7098916
8573;70610433;SIG QUADRA 3 BLOCO C;;ZONA INDUSTRIAL;BRASILIA;DF;-15,7811545;-47,8892205
8575;01326000;RUA SAO DOMINGOS;260;BELA VISTA;SAO PAULO;SP;-23,5527538;-46,6447348
8576;05033080;RUA JOAQUIM FERREIRA;147;SUMARE;SAO PAULO;SP;-23,5229364;-46,6836592
8578;72940000;RUA JOAO BRASIL BASTOS;SN;LINDO HORIZONTE;ABADIANIA;GO;-16,1985305;-48,7055668
8579;90450040;RUA TENENTE CORONEL FABRICIO PILAR;179;MONT SERRAT;PORTO ALEGRE;RS;-30,0263398;-51,19563
8581;64002971;RUA GABRIEL FERREIRA;1870;MACAUBA;TERESINA;PI;-5,1058661;-42,8035578
8583;22620901;AVENIDA PREFEITO DULCIDIO CARDOSO;1100;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;-23,0074152;-43,3228358
8585;60150162;AVENIDA SANTOS DUMONT;2828;ALDEOTA;FORTALEZA;CE;-3,736391;-38,4997177
8586;04735000;RUA SAO BENEDITO;873;SANTO AMARO;SAO PAULO;SP;-23,6459005;-46,6997452
8588;20050002;RUA SETE DE SETEMBRO;124;CENTRO;RIO DE JANEIRO;RJ;-22,9057703;-43,1794197
8590;89218220;RUA GUILHERME KOCK;507;SANTO ANTONIO;JOINVILLE;SC;-26,2748828;-48,8614092
8592;69040210;RUA WASHINGTON LUIZ;445;DOM PEDRO;MANAUS;AM;-3,1190275;-60,0217314
8593;88160074;RUA JOAO BOORM;314;CENTRO;BIGUACU;SC;-27,49257;-48,6543456
8595;59380000;AVENIDA CANDIDO DANTAS DE ARAUJO;17;CENTRO;CURRAIS NOVOS;RN;-6,255052;-36,5146917
8597;45400000;AVENIDA MARECHAL FLORIANO;161;CENTRO;VALENCA;BA;-13,3718041;-39,070769
8598;22280040;RUA PROFESSOR ALVARO RODRIGUES;255;BOTAFOGO;RIO DE JANEIRO;RJ;-22,952058;-43,1833545
8600;30130160;RUA ALAGOAS;896;FUNCIONARIOS;BELO HORIZONTE;MG;-19,934736;-43,9362413
8602;05423000;AVENIDA EUSEBIO MATOSO;690;PINHEIROS;SAO PAULO;SP;-23,5714458;-46,697283
8603;29160596;RUA RACHEL VITALINO DE BRITO;110;HELIO FERRAZ;SERRA;ES;-20,2383482;-40,271273
8605;51021010;RUA DOS NAVEGANTES;525;BOA VIAGEM;RECIFE;PE;-8,127561;-34,89891
8607;57035160;AVENIDA SILVIO CARLOS VIANA;2486;PONTA VERDE;MACEIO;AL;-9,6640918;-35,6987291
8609;41770235;RUA DOUTOR JOSE PEROBA;297;STIEP;SALVADOR;BA;-12,9846893;-38,4504573
8610;14055030;RUA ESPIRITO SANTO;1067;IPIRANGA;RIBEIRAO PRETO;SP;-21,1573636;-47,8216039
8612;03156000;AVENIDA VILA EMA;3520;VILA GRACIOSA;SAO PAULO;SP;-23,586793;-46,5448317
8614;88705000;AVENIDA MARCOLINO MARTINS CABRAL;;VILA MOEMA;TUBARAO;SC;-28,4767807;-48,9968001
8616;64455000;RUA MANOEL SOARES TEIXEIRA;389;CENTRO;BARRO DURO;PI;-5,8202341;-42,5101028
8617;36415000;SITIO BELA VISTA;SN;GRAND PARK;CONGONHAS;MG;-20,4993469;-43,8613566
8618;91787290;ESTRADA COSTA GAMA;3825;BELEM VELHO;PORTO ALEGRE;RS;-30,1403337;-51,1669405
8619;86770000;RUA APUCARANA;154;CENTRO;SANTA FE;PR;-23,0385773;-51,8090915
8620;50020901;RUA MARQUES DO HERVAL;167;SANTO ANTONIO;RECIFE;PE;-8,0663018;-34,8819277
8621;95010001;AVENIDA JULIO DE CASTILHOS;1119;CENTRO;CAXIAS DO SUL;RS;-29,1676321;-51,1728204
8623;73070043;DF 425;;SOBRADINHO;BRASILIA;DF;-15,801519;-47,860297
8624;83601320;AVENIDA DESEMBARGADOR CLOTARIO PORTUGAL;680;CENTRO;CAMPO LARGO;PR;-25,4563072;-49,5253657
8626;30441194;AVENIDA RAJA GABAGLIA;1710;GUTIERREZ;BELO HORIZONTE;MG;-19,949122;-43,9614876
8627;01435001;AVENIDA SAO GABRIEL;495;JARDIM PAULISTA;SAO PAULO;SP;-23,5787314;-46,6712332
8628;48370000;RUA JOSE ALVES DOS SANTOS FILHO;SN;CENTRO;ESPLANADA;BA;-11,7946561;-37,9435616
8629;03515000;RUA JOSE MASCARENHAS;990;VILA MATILDE;SAO PAULO;SP;-23,5382417;-46,5276542
8630;90020080;PRACA QUINZE DE NOVEMBRO;16;CENTRO HISTORICO;PORTO ALEGRE;RS;-30,0279055;-51,2264929
8631;35170300;RUA PEDRO NOLASCO;513;CENTRO;CORONEL FABRICIANO;MG;-19,527351;-42,622184
8632;95020450;RUA VINTE DE SETEMBRO;2304;NOSSA SENHORA DE LOURDES;CAXIAS DO SUL;RS;-29,1650294;-51,1833608
8633;11060000;AVENIDA ANA COSTA;100;VILA MATIAS;SANTOS;SP;-23,9480507;-46,3308416
8634;89130000;RUA 7 DE SETEMBRO;434;CARIJOS;INDAIAL;SC;-26,8865737;-49,2377967
8635;78840000;AVENIDA BRASILIA;2169;CENTRO;CAMPO VERDE;MT;-15,5455462;-55,1662687
8636;15600000;AVENIDA LITERIO GRECCO;1536;JARDIM IPANEMA;FERNANDOPOLIS;SP;-20,2722575;-50,2485354
8637;80215200;RUA GUABIROTUBA;30;PRADO VELHO;CURITIBA;PR;-25,4489453;-49,257107
8638;04530050;RUA ITACEMA;100;ITAIM BIBI;SAO PAULO;SP;-23,5790901;-46,671893
8639;95720000;RUA IRMAO JOSE SION;390;CENTRO;GARIBALDI;RS;-29,2567702;-51,5343237
8640;89050510;RUA ANTONIO CARDOSO;112;PONTA AGUDA;BLUMENAU;SC;-26,9045734;-49,0496668
8641;88301060;RUA DAGOBERTO NOGUEIRA;100;CENTRO;ITAJAI;SC;-26,9067827;-48,6586053
8643;72870420;RUA 5;;PARQUE SAO BERNARDO;VALPARAISO DE GOIAS;GO;-16,067507;-47,992408
8644;95700028;RUA ASSIS BRASIL;35;CENTRO;BENTO GONCALVES;RS;-29,164153;-51,5172961
8645;89204000;RUA DOUTOR JOAO COLIN;1285;AMERICA;JOINVILLE;SC;-26,2897918;-48,8485615
8646;80060110;RUA TIBAGI;576;CENTRO;CURITIBA;PR;-25,4319382;-49,2630709
8647;40301155;AVENIDA ANITA GARIBALDI CM A FLEMING;1477;RIO VERMELHO;SALVADOR;BA;-12,9730401;-38,502304
8648;65074380;RUA DO ARAME;9;VINHAIS;SAO LUIS;MA;-2,5104511;-44,2501165
8649;87033450;ALAMEDA DOUTOR JOAO PAULINO;198;JARDIM ALVORADA;MARINGA;PR;-23,4044717;-51,9227282
8650;35970000;RUA PADRE MAURO FARIA;33;SAGRADA FAMILIA;BARAO DE COCAIS;MG;-19,9469027;-43,4752128
8651;77816180;RUA ARAGUACI;67;JK;ARAGUAINA;TO;-7,1858818;-48,209071
8652;08675040;RUA WASHINGTON LUIS;89;VILA COSTA;SUZANO;SP;-23,5410322;-46,3082086
8653;64049320;RUA JULIO MENDES;787;FATIMA;TERESINA;PI;-5,0717099;-42,7935805
8654;14701300;AVENIDA RAUL FURQUIM;325;CENTRO;BEBEDOURO;SP;-20,9465819;-48,4848837
8655;14026040;AVENIDA BRAZ OLAIA ACOSTA;727;JARDIM CALIFORNIA;RIBEIRAO PRETO;SP;-21,2117148;-47,8179762
8656;29027080;AVENIDA VITORIA;1230;JUCUTUQUARA;VITORIA;ES;-20,3142756;-40,3217836
8657;37800000;RUA VEREADOR HERMENEGILDO PASCHOAL AMIDANI;40;CENTRO;GUAXUPE;MG;-21,3054884;-46,7084932
8658;37120000;RUA PREFEITO OSCAR FERREIRA PRADO;110;AEROPORTO;PARAGUACU;MG;-21,5513436;-45,7342636
8659;04205000;RUA CIPRIANO BARATA;2923;IPIRANGA;SAO PAULO;SP;-23,5956843;-46,6045332
8661;02419070;RUA CORONEL JOAQUIM FERREIRA DE SOUZA;310;CONJUNTO RESIDENCIAL SANTA TEREZINHA;SAO PAULO;SP;-23,4781838;-46,640572
8663;04162001;RUA MARQUES DE LAGES;832;VILA BRASILINA;SAO PAULO;SP;-23,6275916;-46,6107954
8665;92480000;RODOVIA BR 386;;PEDREIRA;NOVA SANTA RITA;RS;-29,8475259;-51,272194
8667;13083590;RUA ROXO MOREIRA;76;CIDADE UNIVERSITARIA;CAMPINAS;SP;-22,812618;-47,0761302
8668;01444010;RUA DOUTOR OLIVEIRA PINTO;59;JARDIM PAULISTANO;SAO PAULO;SP;-23,5700143;-46,6855417
8670;74150090;RUA 28;360;SETOR MARISTA;GOIANIA;GO;-16,6937454;-49,2683573
8672;78500970;AVENIDA MARECHAL RONDON;137;CENTRO;COLIDER;MT;-10,8079828;-55,4571289
8674;75901220;RUA JOAQUIM VAZ DO NASCIMENTO;230A;CENTRO;RIO VERDE;GO;-17,7980902;-50,9339789
8675;24240181;RUA NORONHA TORREZAO;407;SANTA ROSA;NITEROI;RJ;-22,8910999;-43,0984276
8676;79400000;RUA RIO GRANDE DO NORTE;73;ALTOS DE SAO PEDRO;COXIM;MS;-18,5080234;-54,7394553
8677;42700000;AVENIDA PROGRESSO;249;AREIA BRANCA;LAURO DE FREITAS;BA;-12,8376574;-38,3248806
8678;31060160;RUA CANDIDO ARAUJO;121;BOA VISTA;BELO HORIZONTE;MG;-19,8945772;-43,9088438
8679;12245061;RUA MANOEL RICARDO JUNIOR;62;SAO DIMAS;SAO JOSE DOS CAMPOS;SP;-23,1940651;-45,8877697
8680;06764420;RUA ANA AUGUSTA NOGUEIRA;152;JARDIM TRES IRMAOS;TABOAO DA SERRA;SP;-23,6078322;-46,7528802
8682;03164140;RUA DO HIPODROMO;961;MOOCA;SAO PAULO;SP;-23,5475549;-46,6070283
8683;30421090;RUA JOAO CAETANO;67;NOVA SUISSA;BELO HORIZONTE;MG;-19,9354341;-43,9734951
8684;12233250;RUA GALILEIA;156;BOSQUE DOS EUCALIPTOS;SAO JOSE DOS CAMPOS;SP;-23,2373259;-45,8869074
8685;68515000;RUA IPE;2;CHACARA DA LUA;PARAUAPEBAS;PA;-6,070741;-49,9043353
8687;04162001;RUA MARQUES DE LAGES;1532;VILA DAS MERCES;SAO PAULO;SP;-23,6269462;-46,6045252
8688;03422000;AVENIDA GUILHERME GIORGI;928;VILA CARRAO;SAO PAULO;SP;-23,5544692;-46,5453318
8689;75690000;RUA CORONEL GONZAGA;SN;CENTRO;CALDAS NOVAS;GO;-17,7459672;-48,6245639
8690;09185730;RUA IRANI;55;JARDIM STELLA;SANTO ANDRE;SP;-23,6833794;-46,5384594
8691;05425000;RUA EUGENIO DE MEDEIROS;639;PINHEIROS;SAO PAULO;SP;-23,5655555;-46,7004435
8692;30580570;RUA BRAS PIRES;90;BETANIA;BELO HORIZONTE;MG;-19,9586958;-43,9919805
8694;60440554;CPUS UNIVERSITARIO DO PICI;SN;PICI;FORTALEZA;CE;-3,7507144;-38,5808497
8695;04014002;AVENIDA CONSELHEIRO RODRIGUES ALVES;948;VILA MARIANA;SAO PAULO;SP;-23,5854885;-46,6469588
8696;37190000;PRACA CONEGO VITOR;191A;CENTRO;TRES PONTAS;MG;-21,3670559;-45,5128917
8697;69010220;RUA RUI BARBOSA;140;CENTRO;MANAUS;AM;-3,1333786;-60,0217322
8698;35490000;RUA DOS EXPEDICIONARIOS;31;CENTRO;ENTRE RIOS DE MINAS;MG;-20,6728691;-44,065821
8699;12210130;AVENIDA DOUTOR JOAO GUILHERMINO;429;CENTRO;SAO JOSE DOS CAMPOS;SP;-23,1904372;-45,8875559
8701;30130002;AVENIDA AFONSO PENA;952;CENTRO;BELO HORIZONTE;MG;-19,9216167;-43,937457
8702;05019000;RUA DIANA;649;PERDIZES;SAO PAULO;SP;-23,5340957;-46,6817341
8704;64345000;ACAM ASSENTAMENTO VILA NOVA;SN;SEDE;BURITI DOS MONTES;PI;-5,3136047;-41,0956462
8705;29187000;RUA DOS CARCARAS;SN;ENSEADA DAS GARCAS;FUNDAO;ES;-19,9375242;-40,4081412
8706;83326140;RUA ALZIRA DE ARAUJO SOUZA;300;CJTO AQUILA;PINHAIS;PR;-25,4048289;-49,1865695
8707;54320000;RUA 5;;MURIBECA;JABOATAO DOS GUARARAPES;PE;-8,0927401;-34,9676313
8708;37540000;RUA SANCHO VILELA;260;NOVO HORIZONTE;SANTA RITA DO SAPUCAI;MG;-22,2390833;-45,7045535
8709;06502165;RUA PROFESSOR EDGAR DE MORAES;57;JARDIM DEGHI;SANTANA DE PARNAIBA;SP;-23,4424943;-46,9247156
8710;;;;;;;-21,5970268;-46,8833727
8712;74932520;RUA 32;;GARAVELO RESIDENCIAL PARK;APARECIDA DE GOIANIA;GO;-16,7664682;-49,3174863
8714;62022275;RUA FRANCISCO ANASTACIO CAVALCANTE;106;DOMINGOS OLIMPIO;SOBRAL;CE;-3,6895112;-40,3485697
8715;29330000;RUA ANTENOR DOS S GALANTE;SN;MARATAIZES;ITAPEMIRIM;ES;-21,0107142;-40,8338832
8717;15035000;AVENIDA FELICIANO SALLES CUNHA;1662;DISTRITO INDUSTRIAL;SAO JOSE DO RIO PRETO;SP;-20,8106011;-49,4159235
8718;04421070;RUA PASQUAL VALVA;389;JARDIM LUSO;SAO PAULO;SP;-23,6899788;-46,6400599
8719;95270000;ESTRADA RS 122;;TRAVESSAO LAGOA BELL;FLORES DA CUNHA;RS;-29,0358478;-51,1956609
8720;64045500;AVENIDA NORONHA ALMEIDA;3186;SAO JOAO;TERESINA;PI;-5,0864045;-42,7664589
8722;95670000;RUA VEREADOR FLORIANO;220;CASA GRANDE;GRAMADO;RS;-29,3981012;-50,8842776
8723;60430232;RUA HUMBERTO MONTE;832;BELA VISTA;FORTALEZA;CE;-3,7513205;-38,5587464
8724;83507020;RUA CORONEL PROCOPIO GOMES;240;PLANTA VILA RICA;ALMIRANTE TAMANDARE;PR;-25,3436427;-49,2847023
8725;05042000;RUA CLELIA;1626;AGUA BRANCA;SAO PAULO;SP;-23,5247883;-46,6983781
8727;80810070;RUA SOLIMOES;1351;MERCES;CURITIBA;PR;-25,4174183;-49,2901383
8728;45602748;RUA BERILO GUIMARAES;111;CENTRO;ITABUNA;BA;-14,7880327;-39,2784178
8729;36500000;RUA ONZE;207A;COLINA DO JARDIM GLORIA;UBA;MG;-21,1135193;-42,9465776
8730;69063550;RUA CORONEL CONRADO NIEMAYER;705;PETROPOLIS;MANAUS;AM;-3,1109818;-59,9933722
8731;08230700;RUA FLOR DA VERDADE;28;VILA VERDE;SAO PAULO;SP;-23,5168234;-46,4510583
8733;29153150;RUA PRINCESA ISABEL;636B;PORTO DE SANTANA;CARIACICA;ES;-20,2660457;-40,4218121
8735;39648000;RUA BELA VISTA;39;SAO SEBASTIAO DA BOA VISTA;CHAPADA DO NORTE;MG;-17,0802;-42,5481158
8736;45206030;RUA ANTONIO AMARAL;198;JEQUIEZINHO;JEQUIE;BA;-13,8702866;-40,0754732
8738;84070295;RUA JULIA LOPES;980;SAO JOSE;PONTA GROSSA;PR;-25,0790431;-50,1687491
8739;72130300;QNG 30;;TAGUATINGA NORTE;BRASILIA;DF;-15,801519;-47,860297
8740;79130000;RUA BENJAMIN CONSTANT;460;CENTRO;RIO BRILHANTE;MS;-21,8071621;-54,54509
8741;74971090;RUA 10;100;SETOR MARISTA SUL;APARECIDA DE GOIANIA;GO;-16,7490213;-49,2296022
8742;86960000;RUA RIO GRANDE DO SUL;598;CENTRO;BARBOSA FERRAZ;PR;-24,0277156;-52,0130979
8743;78250000;RUA CEARA;335;CENTRO;PONTES E LACERDA;MT;-15,2306328;-59,3312179
8744;31650070;RUA GERALDO PEDRO DOS SANTOS;26;JARDIM DOS COMERCIARIOS VENDA NOVA;BELO HORIZONTE;MG;-19,7923569;-43,9641698
8745;74355678;RUA ADELI GUIRADELLI;SN;SETOR ORIENTEVILLE;GOIANIA;GO;-16,6868912;-49,2647943
8746;98470000;KM;2;SAO CRISTOVAO;PLANALTO;RS;-27,3305573;-53,0599118
8747;48290000;RUA SAO JOSE DO AVENA;450;SAO JOSE DO AVENA;ITANAGRA;BA;-12,2618793;-38,0439421
8748;36773458;RUA PROCOPIO FERREIRA;96;HORTO FLORESTAL;CATAGUASES;MG;-21,3876834;-42,6987635
8749;24461640;RUA AVELINO BRAGA;18;MUTUAPIRA;SAO GONCALO;RJ;-22,798572;-43,0323169
8750;78685000;RUA OTAVIO DUTRA;SN;JADIM URANIA I;ARAGUAIANA;MT;-15,729828;-51,8238515
8752;68945000;AVENIDA JOSEFA NERES;337;AGUA FRIA;PEDRA BRANCA DO AMAPARI;AP;0,777081;-51,9507548
8753;78088800;RODOVIA BR 364;;SAO FRANCISCO;CUIABA;MT;-15,6396924;-56,0290522
8755;04194250;RUA LIRA DOS VERDES ANOS;336;JARDIM SAO SAVERIO;SAO PAULO;SP;-23,6519673;-46,6125008
8756;86975000;RODOVIA BR 376;3475;PARQUE INDUSTRIAL;MANDAGUARI;PR;-23,5259717;-51,6790774
8757;16078030;RUA BRIGADEIRO FARIA LIMA;2581;PARQUE INDUSTRIAL;ARACATUBA;SP;-21,1851937;-50,4685861
